bundle_measure_abr,bundle_abr,measure_abr,bundle_measure,measure,bundle,model,importance
b20_V27,b20,V27,Frontal_Aslant_Tract_L : iso,iso,Frontal_Aslant_Tract_L,rfc,0.000153551
b20_V28,b20,V28,Frontal_Aslant_Tract_L : rdi,rdi,Frontal_Aslant_Tract_L,rfc,0
b20_V29,b20,V29,Frontal_Aslant_Tract_L : nrdi02L,nrdi02L,Frontal_Aslant_Tract_L,rfc,0.000377145
b20_V30,b20,V30,Frontal_Aslant_Tract_L : nrdi04L,nrdi04L,Frontal_Aslant_Tract_L,rfc,0.000227296
b20_V31,b20,V31,Frontal_Aslant_Tract_L : nrdi06L,nrdi06L,Frontal_Aslant_Tract_L,rfc,0.000362863
b21_V1,b21,V1,Frontal_Aslant_Tract_R : NumberOfTracts,NumberOfTracts,Frontal_Aslant_Tract_R,rfc,0.001120875
b21_V2,b21,V2,Frontal_Aslant_Tract_R : MeanLength,MeanLength,Frontal_Aslant_Tract_R,rfc,0.002511928
b21_V3,b21,V3,Frontal_Aslant_Tract_R : Span,Span,Frontal_Aslant_Tract_R,rfc,0.000952446
b21_V4,b21,V4,Frontal_Aslant_Tract_R : Curl,Curl,Frontal_Aslant_Tract_R,rfc,0.000470528
b21_V5,b21,V5,Frontal_Aslant_Tract_R : Elongation,Elongation,Frontal_Aslant_Tract_R,rfc,0.001204021
b21_V6,b21,V6,Frontal_Aslant_Tract_R : Diameter,Diameter,Frontal_Aslant_Tract_R,rfc,0.006174123
b21_V7,b21,V7,Frontal_Aslant_Tract_R : Volume,Volume,Frontal_Aslant_Tract_R,rfc,0.001072623
b21_V8,b21,V8,Frontal_Aslant_Tract_R : TrunkVolume,TrunkVolume,Frontal_Aslant_Tract_R,rfc,0.00191102
b21_V9,b21,V9,Frontal_Aslant_Tract_R : BranchVolume,BranchVolume,Frontal_Aslant_Tract_R,rfc,0.030364759
b21_V10,b21,V10,Frontal_Aslant_Tract_R : TotalSurfaceArea,TotalSurfaceArea,Frontal_Aslant_Tract_R,rfc,0.001879153
b21_V11,b21,V11,Frontal_Aslant_Tract_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Frontal_Aslant_Tract_R,rfc,0.001386935
b21_V12,b21,V12,Frontal_Aslant_Tract_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Frontal_Aslant_Tract_R,rfc,0.000469531
b21_V13,b21,V13,Frontal_Aslant_Tract_R : Irregularity,Irregularity,Frontal_Aslant_Tract_R,rfc,0.000237531
b21_V14,b21,V14,Frontal_Aslant_Tract_R : AreaOfEndRegion1,AreaOfEndRegion1,Frontal_Aslant_Tract_R,rfc,0.000516862
b21_V15,b21,V15,Frontal_Aslant_Tract_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Frontal_Aslant_Tract_R,rfc,0.000393259
b21_V16,b21,V16,Frontal_Aslant_Tract_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Frontal_Aslant_Tract_R,rfc,0.001626284
b21_V17,b21,V17,Frontal_Aslant_Tract_R : AreaOfEndRegion2,AreaOfEndRegion2,Frontal_Aslant_Tract_R,rfc,0.001335464
b21_V18,b21,V18,Frontal_Aslant_Tract_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Frontal_Aslant_Tract_R,rfc,0.001730634
b21_V19,b21,V19,Frontal_Aslant_Tract_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Frontal_Aslant_Tract_R,rfc,0.017394361
b21_V20,b21,V20,Frontal_Aslant_Tract_R : qa,qa,Frontal_Aslant_Tract_R,rfc,0.004235879
b21_V21,b21,V21,Frontal_Aslant_Tract_R : nqa,nqa,Frontal_Aslant_Tract_R,rfc,0.000755862
b21_V22,b21,V22,Frontal_Aslant_Tract_R : dti_fa,dti_fa,Frontal_Aslant_Tract_R,rfc,0.00333558
b21_V23,b21,V23,Frontal_Aslant_Tract_R : md,md,Frontal_Aslant_Tract_R,rfc,0.001268931
b21_V24,b21,V24,Frontal_Aslant_Tract_R : ad,ad,Frontal_Aslant_Tract_R,rfc,0.002803765
b21_V25,b21,V25,Frontal_Aslant_Tract_R : rd,rd,Frontal_Aslant_Tract_R,rfc,0.000910121
b21_V26,b21,V26,Frontal_Aslant_Tract_R : gfa,gfa,Frontal_Aslant_Tract_R,rfc,0.003760769
b21_V27,b21,V27,Frontal_Aslant_Tract_R : iso,iso,Frontal_Aslant_Tract_R,rfc,0.000239895
b21_V28,b21,V28,Frontal_Aslant_Tract_R : rdi,rdi,Frontal_Aslant_Tract_R,rfc,0.00065825
b21_V29,b21,V29,Frontal_Aslant_Tract_R : nrdi02L,nrdi02L,Frontal_Aslant_Tract_R,rfc,0.000435155
b21_V30,b21,V30,Frontal_Aslant_Tract_R : nrdi04L,nrdi04L,Frontal_Aslant_Tract_R,rfc,9.57E-05
b21_V31,b21,V31,Frontal_Aslant_Tract_R : nrdi06L,nrdi06L,Frontal_Aslant_Tract_R,rfc,0
b22_V1,b22,V1,Inferior_Fronto_Occipital_Fasciculus_L : NumberOfTracts,NumberOfTracts,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000318838
b22_V2,b22,V2,Inferior_Fronto_Occipital_Fasciculus_L : MeanLength,MeanLength,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.007318393
b22_V3,b22,V3,Inferior_Fronto_Occipital_Fasciculus_L : Span,Span,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.002842341
b22_V4,b22,V4,Inferior_Fronto_Occipital_Fasciculus_L : Curl,Curl,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.002022159
b22_V5,b22,V5,Inferior_Fronto_Occipital_Fasciculus_L : Elongation,Elongation,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000416359
b22_V6,b22,V6,Inferior_Fronto_Occipital_Fasciculus_L : Diameter,Diameter,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0
b22_V7,b22,V7,Inferior_Fronto_Occipital_Fasciculus_L : Volume,Volume,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000224821
b22_V8,b22,V8,Inferior_Fronto_Occipital_Fasciculus_L : TrunkVolume,TrunkVolume,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.005029211
b22_V9,b22,V9,Inferior_Fronto_Occipital_Fasciculus_L : BranchVolume,BranchVolume,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.003284062
b22_V10,b22,V10,Inferior_Fronto_Occipital_Fasciculus_L : TotalSurfaceArea,TotalSurfaceArea,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.001376579
b22_V11,b22,V11,Inferior_Fronto_Occipital_Fasciculus_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000267119
b22_V12,b22,V12,Inferior_Fronto_Occipital_Fasciculus_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0
b22_V13,b22,V13,Inferior_Fronto_Occipital_Fasciculus_L : Irregularity,Irregularity,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.00209305
b22_V14,b22,V14,Inferior_Fronto_Occipital_Fasciculus_L : AreaOfEndRegion1,AreaOfEndRegion1,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000330801
b22_V15,b22,V15,Inferior_Fronto_Occipital_Fasciculus_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000681622
b22_V16,b22,V16,Inferior_Fronto_Occipital_Fasciculus_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.001675423
b22_V17,b22,V17,Inferior_Fronto_Occipital_Fasciculus_L : AreaOfEndRegion2,AreaOfEndRegion2,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.001846102
b22_V18,b22,V18,Inferior_Fronto_Occipital_Fasciculus_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000407479
b22_V19,b22,V19,Inferior_Fronto_Occipital_Fasciculus_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000107885
b22_V20,b22,V20,Inferior_Fronto_Occipital_Fasciculus_L : qa,qa,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.002738255
b22_V21,b22,V21,Inferior_Fronto_Occipital_Fasciculus_L : nqa,nqa,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000773381
b22_V22,b22,V22,Inferior_Fronto_Occipital_Fasciculus_L : dti_fa,dti_fa,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.005727822
b22_V23,b22,V23,Inferior_Fronto_Occipital_Fasciculus_L : md,md,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.001235023
b22_V24,b22,V24,Inferior_Fronto_Occipital_Fasciculus_L : ad,ad,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.001596669
b22_V25,b22,V25,Inferior_Fronto_Occipital_Fasciculus_L : rd,rd,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000193635
b22_V26,b22,V26,Inferior_Fronto_Occipital_Fasciculus_L : gfa,gfa,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.00142175
b22_V27,b22,V27,Inferior_Fronto_Occipital_Fasciculus_L : iso,iso,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000274148
b22_V28,b22,V28,Inferior_Fronto_Occipital_Fasciculus_L : rdi,rdi,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000103398
b22_V29,b22,V29,Inferior_Fronto_Occipital_Fasciculus_L : nrdi02L,nrdi02L,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000233933
b22_V30,b22,V30,Inferior_Fronto_Occipital_Fasciculus_L : nrdi04L,nrdi04L,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000137855
b22_V31,b22,V31,Inferior_Fronto_Occipital_Fasciculus_L : nrdi06L,nrdi06L,Inferior_Fronto_Occipital_Fasciculus_L,rfc,0.000217168
b23_V1,b23,V1,Inferior_Fronto_Occipital_Fasciculus_R : NumberOfTracts,NumberOfTracts,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.00143164
b23_V2,b23,V2,Inferior_Fronto_Occipital_Fasciculus_R : MeanLength,MeanLength,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.00663264
b23_V3,b23,V3,Inferior_Fronto_Occipital_Fasciculus_R : Span,Span,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.006734321
b23_V4,b23,V4,Inferior_Fronto_Occipital_Fasciculus_R : Curl,Curl,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.000633854
b23_V5,b23,V5,Inferior_Fronto_Occipital_Fasciculus_R : Elongation,Elongation,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.007093186
b23_V6,b23,V6,Inferior_Fronto_Occipital_Fasciculus_R : Diameter,Diameter,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.00298904
b23_V7,b23,V7,Inferior_Fronto_Occipital_Fasciculus_R : Volume,Volume,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.000247771
b23_V8,b23,V8,Inferior_Fronto_Occipital_Fasciculus_R : TrunkVolume,TrunkVolume,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.000652123
b23_V9,b23,V9,Inferior_Fronto_Occipital_Fasciculus_R : BranchVolume,BranchVolume,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.000468994
b23_V10,b23,V10,Inferior_Fronto_Occipital_Fasciculus_R : TotalSurfaceArea,TotalSurfaceArea,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.000287487
b23_V11,b23,V11,Inferior_Fronto_Occipital_Fasciculus_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.000124475
b23_V12,b23,V12,Inferior_Fronto_Occipital_Fasciculus_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.001003136
b23_V13,b23,V13,Inferior_Fronto_Occipital_Fasciculus_R : Irregularity,Irregularity,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.000915631
b23_V14,b23,V14,Inferior_Fronto_Occipital_Fasciculus_R : AreaOfEndRegion1,AreaOfEndRegion1,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.000556316
b23_V15,b23,V15,Inferior_Fronto_Occipital_Fasciculus_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.001984249
b23_V16,b23,V16,Inferior_Fronto_Occipital_Fasciculus_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.001112915
b23_V17,b23,V17,Inferior_Fronto_Occipital_Fasciculus_R : AreaOfEndRegion2,AreaOfEndRegion2,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.000936587
b23_V18,b23,V18,Inferior_Fronto_Occipital_Fasciculus_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.001953437
b23_V19,b23,V19,Inferior_Fronto_Occipital_Fasciculus_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.003249627
b23_V20,b23,V20,Inferior_Fronto_Occipital_Fasciculus_R : qa,qa,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.001301319
b23_V21,b23,V21,Inferior_Fronto_Occipital_Fasciculus_R : nqa,nqa,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.000284555
b23_V22,b23,V22,Inferior_Fronto_Occipital_Fasciculus_R : dti_fa,dti_fa,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.003905788
b23_V23,b23,V23,Inferior_Fronto_Occipital_Fasciculus_R : md,md,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.002358889
b23_V24,b23,V24,Inferior_Fronto_Occipital_Fasciculus_R : ad,ad,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.001776751
b23_V25,b23,V25,Inferior_Fronto_Occipital_Fasciculus_R : rd,rd,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.001020199
b23_V26,b23,V26,Inferior_Fronto_Occipital_Fasciculus_R : gfa,gfa,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.001269086
b23_V27,b23,V27,Inferior_Fronto_Occipital_Fasciculus_R : iso,iso,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.000101975
b23_V28,b23,V28,Inferior_Fronto_Occipital_Fasciculus_R : rdi,rdi,Inferior_Fronto_Occipital_Fasciculus_R,rfc,4.60E-05
b23_V29,b23,V29,Inferior_Fronto_Occipital_Fasciculus_R : nrdi02L,nrdi02L,Inferior_Fronto_Occipital_Fasciculus_R,rfc,5.56E-05
b23_V30,b23,V30,Inferior_Fronto_Occipital_Fasciculus_R : nrdi04L,nrdi04L,Inferior_Fronto_Occipital_Fasciculus_R,rfc,5.62E-05
b23_V31,b23,V31,Inferior_Fronto_Occipital_Fasciculus_R : nrdi06L,nrdi06L,Inferior_Fronto_Occipital_Fasciculus_R,rfc,0.000434189
b24_V1,b24,V1,Inferior_Longitudinal_Fasciculus_L : NumberOfTracts,NumberOfTracts,Inferior_Longitudinal_Fasciculus_L,rfc,0.001099528
b24_V2,b24,V2,Inferior_Longitudinal_Fasciculus_L : MeanLength,MeanLength,Inferior_Longitudinal_Fasciculus_L,rfc,0.002359024
b24_V3,b24,V3,Inferior_Longitudinal_Fasciculus_L : Span,Span,Inferior_Longitudinal_Fasciculus_L,rfc,0.000198844
b24_V4,b24,V4,Inferior_Longitudinal_Fasciculus_L : Curl,Curl,Inferior_Longitudinal_Fasciculus_L,rfc,0.002638577
b24_V5,b24,V5,Inferior_Longitudinal_Fasciculus_L : Elongation,Elongation,Inferior_Longitudinal_Fasciculus_L,rfc,0.000753328
b24_V6,b24,V6,Inferior_Longitudinal_Fasciculus_L : Diameter,Diameter,Inferior_Longitudinal_Fasciculus_L,rfc,0.005476107
b24_V7,b24,V7,Inferior_Longitudinal_Fasciculus_L : Volume,Volume,Inferior_Longitudinal_Fasciculus_L,rfc,0.002105636
b24_V8,b24,V8,Inferior_Longitudinal_Fasciculus_L : TrunkVolume,TrunkVolume,Inferior_Longitudinal_Fasciculus_L,rfc,0.011335659
b24_V9,b24,V9,Inferior_Longitudinal_Fasciculus_L : BranchVolume,BranchVolume,Inferior_Longitudinal_Fasciculus_L,rfc,0.000899808
b24_V10,b24,V10,Inferior_Longitudinal_Fasciculus_L : TotalSurfaceArea,TotalSurfaceArea,Inferior_Longitudinal_Fasciculus_L,rfc,5.03E-05
b24_V11,b24,V11,Inferior_Longitudinal_Fasciculus_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Inferior_Longitudinal_Fasciculus_L,rfc,0.001218745
b24_V12,b24,V12,Inferior_Longitudinal_Fasciculus_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Inferior_Longitudinal_Fasciculus_L,rfc,0.003275227
b24_V13,b24,V13,Inferior_Longitudinal_Fasciculus_L : Irregularity,Irregularity,Inferior_Longitudinal_Fasciculus_L,rfc,0.000768389
b24_V14,b24,V14,Inferior_Longitudinal_Fasciculus_L : AreaOfEndRegion1,AreaOfEndRegion1,Inferior_Longitudinal_Fasciculus_L,rfc,0.01072082
b24_V15,b24,V15,Inferior_Longitudinal_Fasciculus_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Longitudinal_Fasciculus_L,rfc,0.000398515
b24_V16,b24,V16,Inferior_Longitudinal_Fasciculus_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Inferior_Longitudinal_Fasciculus_L,rfc,0.002445147
b24_V17,b24,V17,Inferior_Longitudinal_Fasciculus_L : AreaOfEndRegion2,AreaOfEndRegion2,Inferior_Longitudinal_Fasciculus_L,rfc,0.000498931
b24_V18,b24,V18,Inferior_Longitudinal_Fasciculus_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Inferior_Longitudinal_Fasciculus_L,rfc,0.001899531
b24_V19,b24,V19,Inferior_Longitudinal_Fasciculus_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Inferior_Longitudinal_Fasciculus_L,rfc,0.000414807
b24_V20,b24,V20,Inferior_Longitudinal_Fasciculus_L : qa,qa,Inferior_Longitudinal_Fasciculus_L,rfc,0.000288922
b24_V21,b24,V21,Inferior_Longitudinal_Fasciculus_L : nqa,nqa,Inferior_Longitudinal_Fasciculus_L,rfc,5.71E-05
b24_V22,b24,V22,Inferior_Longitudinal_Fasciculus_L : dti_fa,dti_fa,Inferior_Longitudinal_Fasciculus_L,rfc,0
b24_V23,b24,V23,Inferior_Longitudinal_Fasciculus_L : md,md,Inferior_Longitudinal_Fasciculus_L,rfc,0.001449459
b24_V24,b24,V24,Inferior_Longitudinal_Fasciculus_L : ad,ad,Inferior_Longitudinal_Fasciculus_L,rfc,0.002600884
b24_V25,b24,V25,Inferior_Longitudinal_Fasciculus_L : rd,rd,Inferior_Longitudinal_Fasciculus_L,rfc,0.001279452
b24_V26,b24,V26,Inferior_Longitudinal_Fasciculus_L : gfa,gfa,Inferior_Longitudinal_Fasciculus_L,rfc,0.00279773
b24_V27,b24,V27,Inferior_Longitudinal_Fasciculus_L : iso,iso,Inferior_Longitudinal_Fasciculus_L,rfc,9.61E-05
b24_V28,b24,V28,Inferior_Longitudinal_Fasciculus_L : rdi,rdi,Inferior_Longitudinal_Fasciculus_L,rfc,5.75E-05
b24_V29,b24,V29,Inferior_Longitudinal_Fasciculus_L : nrdi02L,nrdi02L,Inferior_Longitudinal_Fasciculus_L,rfc,0
b24_V30,b24,V30,Inferior_Longitudinal_Fasciculus_L : nrdi04L,nrdi04L,Inferior_Longitudinal_Fasciculus_L,rfc,0.000603517
b24_V31,b24,V31,Inferior_Longitudinal_Fasciculus_L : nrdi06L,nrdi06L,Inferior_Longitudinal_Fasciculus_L,rfc,0
b25_V1,b25,V1,Inferior_Longitudinal_Fasciculus_R : NumberOfTracts,NumberOfTracts,Inferior_Longitudinal_Fasciculus_R,rfc,0.000450751
b25_V2,b25,V2,Inferior_Longitudinal_Fasciculus_R : MeanLength,MeanLength,Inferior_Longitudinal_Fasciculus_R,rfc,0.001441972
b25_V3,b25,V3,Inferior_Longitudinal_Fasciculus_R : Span,Span,Inferior_Longitudinal_Fasciculus_R,rfc,0.00107338
b25_V4,b25,V4,Inferior_Longitudinal_Fasciculus_R : Curl,Curl,Inferior_Longitudinal_Fasciculus_R,rfc,0.002820575
b25_V5,b25,V5,Inferior_Longitudinal_Fasciculus_R : Elongation,Elongation,Inferior_Longitudinal_Fasciculus_R,rfc,0.000540541
b25_V6,b25,V6,Inferior_Longitudinal_Fasciculus_R : Diameter,Diameter,Inferior_Longitudinal_Fasciculus_R,rfc,0.003394915
b25_V7,b25,V7,Inferior_Longitudinal_Fasciculus_R : Volume,Volume,Inferior_Longitudinal_Fasciculus_R,rfc,0.000606183
b25_V8,b25,V8,Inferior_Longitudinal_Fasciculus_R : TrunkVolume,TrunkVolume,Inferior_Longitudinal_Fasciculus_R,rfc,0.000641726
b25_V9,b25,V9,Inferior_Longitudinal_Fasciculus_R : BranchVolume,BranchVolume,Inferior_Longitudinal_Fasciculus_R,rfc,0.000203819
b25_V10,b25,V10,Inferior_Longitudinal_Fasciculus_R : TotalSurfaceArea,TotalSurfaceArea,Inferior_Longitudinal_Fasciculus_R,rfc,0.001819931
b25_V11,b25,V11,Inferior_Longitudinal_Fasciculus_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Inferior_Longitudinal_Fasciculus_R,rfc,0.001418979
b25_V12,b25,V12,Inferior_Longitudinal_Fasciculus_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Inferior_Longitudinal_Fasciculus_R,rfc,0.002572324
b25_V13,b25,V13,Inferior_Longitudinal_Fasciculus_R : Irregularity,Irregularity,Inferior_Longitudinal_Fasciculus_R,rfc,0.002231214
b25_V14,b25,V14,Inferior_Longitudinal_Fasciculus_R : AreaOfEndRegion1,AreaOfEndRegion1,Inferior_Longitudinal_Fasciculus_R,rfc,0.001026808
b25_V15,b25,V15,Inferior_Longitudinal_Fasciculus_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Longitudinal_Fasciculus_R,rfc,0.000489204
b25_V16,b25,V16,Inferior_Longitudinal_Fasciculus_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Inferior_Longitudinal_Fasciculus_R,rfc,0.003930454
b25_V17,b25,V17,Inferior_Longitudinal_Fasciculus_R : AreaOfEndRegion2,AreaOfEndRegion2,Inferior_Longitudinal_Fasciculus_R,rfc,0.005425158
b25_V18,b25,V18,Inferior_Longitudinal_Fasciculus_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Inferior_Longitudinal_Fasciculus_R,rfc,0.000630332
b25_V19,b25,V19,Inferior_Longitudinal_Fasciculus_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Inferior_Longitudinal_Fasciculus_R,rfc,0.002031249
b25_V20,b25,V20,Inferior_Longitudinal_Fasciculus_R : qa,qa,Inferior_Longitudinal_Fasciculus_R,rfc,9.19E-05
b25_V21,b25,V21,Inferior_Longitudinal_Fasciculus_R : nqa,nqa,Inferior_Longitudinal_Fasciculus_R,rfc,0.000796833
b25_V22,b25,V22,Inferior_Longitudinal_Fasciculus_R : dti_fa,dti_fa,Inferior_Longitudinal_Fasciculus_R,rfc,0.00088568
b25_V23,b25,V23,Inferior_Longitudinal_Fasciculus_R : md,md,Inferior_Longitudinal_Fasciculus_R,rfc,0.003650517
b25_V24,b25,V24,Inferior_Longitudinal_Fasciculus_R : ad,ad,Inferior_Longitudinal_Fasciculus_R,rfc,0.003813301
b25_V25,b25,V25,Inferior_Longitudinal_Fasciculus_R : rd,rd,Inferior_Longitudinal_Fasciculus_R,rfc,0.005615129
b25_V26,b25,V26,Inferior_Longitudinal_Fasciculus_R : gfa,gfa,Inferior_Longitudinal_Fasciculus_R,rfc,0.001567262
b25_V27,b25,V27,Inferior_Longitudinal_Fasciculus_R : iso,iso,Inferior_Longitudinal_Fasciculus_R,rfc,9.40E-05
b25_V28,b25,V28,Inferior_Longitudinal_Fasciculus_R : rdi,rdi,Inferior_Longitudinal_Fasciculus_R,rfc,0
b25_V29,b25,V29,Inferior_Longitudinal_Fasciculus_R : nrdi02L,nrdi02L,Inferior_Longitudinal_Fasciculus_R,rfc,0.000429022
b25_V30,b25,V30,Inferior_Longitudinal_Fasciculus_R : nrdi04L,nrdi04L,Inferior_Longitudinal_Fasciculus_R,rfc,0.001434909
b25_V31,b25,V31,Inferior_Longitudinal_Fasciculus_R : nrdi06L,nrdi06L,Inferior_Longitudinal_Fasciculus_R,rfc,0
b26_V1,b26,V1,Middle_Longitudinal_Fasciculus_L : NumberOfTracts,NumberOfTracts,Middle_Longitudinal_Fasciculus_L,rfc,0.000954663
b26_V2,b26,V2,Middle_Longitudinal_Fasciculus_L : MeanLength,MeanLength,Middle_Longitudinal_Fasciculus_L,rfc,0
b26_V3,b26,V3,Middle_Longitudinal_Fasciculus_L : Span,Span,Middle_Longitudinal_Fasciculus_L,rfc,0.001037205
b26_V4,b26,V4,Middle_Longitudinal_Fasciculus_L : Curl,Curl,Middle_Longitudinal_Fasciculus_L,rfc,0.025248567
b26_V5,b26,V5,Middle_Longitudinal_Fasciculus_L : Elongation,Elongation,Middle_Longitudinal_Fasciculus_L,rfc,0.001249127
b26_V6,b26,V6,Middle_Longitudinal_Fasciculus_L : Diameter,Diameter,Middle_Longitudinal_Fasciculus_L,rfc,0.001444965
b26_V7,b26,V7,Middle_Longitudinal_Fasciculus_L : Volume,Volume,Middle_Longitudinal_Fasciculus_L,rfc,0
b26_V8,b26,V8,Middle_Longitudinal_Fasciculus_L : TrunkVolume,TrunkVolume,Middle_Longitudinal_Fasciculus_L,rfc,0.000882876
b26_V9,b26,V9,Middle_Longitudinal_Fasciculus_L : BranchVolume,BranchVolume,Middle_Longitudinal_Fasciculus_L,rfc,0.001369148
b26_V10,b26,V10,Middle_Longitudinal_Fasciculus_L : TotalSurfaceArea,TotalSurfaceArea,Middle_Longitudinal_Fasciculus_L,rfc,0.000202354
b26_V11,b26,V11,Middle_Longitudinal_Fasciculus_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Middle_Longitudinal_Fasciculus_L,rfc,0.001594104
b26_V12,b26,V12,Middle_Longitudinal_Fasciculus_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Middle_Longitudinal_Fasciculus_L,rfc,0.001840276
b26_V13,b26,V13,Middle_Longitudinal_Fasciculus_L : Irregularity,Irregularity,Middle_Longitudinal_Fasciculus_L,rfc,5.60E-05
b26_V14,b26,V14,Middle_Longitudinal_Fasciculus_L : AreaOfEndRegion1,AreaOfEndRegion1,Middle_Longitudinal_Fasciculus_L,rfc,0.00147993
b26_V15,b26,V15,Middle_Longitudinal_Fasciculus_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Middle_Longitudinal_Fasciculus_L,rfc,0.002410176
b26_V16,b26,V16,Middle_Longitudinal_Fasciculus_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Middle_Longitudinal_Fasciculus_L,rfc,0.00733335
b26_V17,b26,V17,Middle_Longitudinal_Fasciculus_L : AreaOfEndRegion2,AreaOfEndRegion2,Middle_Longitudinal_Fasciculus_L,rfc,0.000167738
