bundle_measure_abr,bundle_abr,measure_abr,bundle_measure,measure,bundle,model,importance
b20_V19,b20,V19,Frontal_Aslant_Tract_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Frontal_Aslant_Tract_L,svc,0.095535079
b20_V20,b20,V20,Frontal_Aslant_Tract_L : qa,qa,Frontal_Aslant_Tract_L,svc,0.093622463
b20_V21,b20,V21,Frontal_Aslant_Tract_L : nqa,nqa,Frontal_Aslant_Tract_L,svc,0.084935905
b20_V22,b20,V22,Frontal_Aslant_Tract_L : dti_fa,dti_fa,Frontal_Aslant_Tract_L,svc,0.088936896
b20_V23,b20,V23,Frontal_Aslant_Tract_L : md,md,Frontal_Aslant_Tract_L,svc,0.083952232
b20_V24,b20,V24,Frontal_Aslant_Tract_L : ad,ad,Frontal_Aslant_Tract_L,svc,0.080834276
b20_V25,b20,V25,Frontal_Aslant_Tract_L : rd,rd,Frontal_Aslant_Tract_L,svc,0.086193517
b20_V26,b20,V26,Frontal_Aslant_Tract_L : gfa,gfa,Frontal_Aslant_Tract_L,svc,0.096679589
b20_V27,b20,V27,Frontal_Aslant_Tract_L : iso,iso,Frontal_Aslant_Tract_L,svc,0.092249539
b20_V28,b20,V28,Frontal_Aslant_Tract_L : rdi,rdi,Frontal_Aslant_Tract_L,svc,0.092163222
b20_V29,b20,V29,Frontal_Aslant_Tract_L : nrdi02L,nrdi02L,Frontal_Aslant_Tract_L,svc,0.092108326
b20_V30,b20,V30,Frontal_Aslant_Tract_L : nrdi04L,nrdi04L,Frontal_Aslant_Tract_L,svc,0.092052922
b20_V31,b20,V31,Frontal_Aslant_Tract_L : nrdi06L,nrdi06L,Frontal_Aslant_Tract_L,svc,0.091952509
b21_V1,b21,V1,Frontal_Aslant_Tract_R : NumberOfTracts,NumberOfTracts,Frontal_Aslant_Tract_R,svc,0.130258675
b21_V2,b21,V2,Frontal_Aslant_Tract_R : MeanLength,MeanLength,Frontal_Aslant_Tract_R,svc,0.146282515
b21_V3,b21,V3,Frontal_Aslant_Tract_R : Span,Span,Frontal_Aslant_Tract_R,svc,0.141706463
b21_V4,b21,V4,Frontal_Aslant_Tract_R : Curl,Curl,Frontal_Aslant_Tract_R,svc,0.08362912
b21_V5,b21,V5,Frontal_Aslant_Tract_R : Elongation,Elongation,Frontal_Aslant_Tract_R,svc,0.107063268
b21_V6,b21,V6,Frontal_Aslant_Tract_R : Diameter,Diameter,Frontal_Aslant_Tract_R,svc,0.114147261
b21_V7,b21,V7,Frontal_Aslant_Tract_R : Volume,Volume,Frontal_Aslant_Tract_R,svc,0.118877314
b21_V8,b21,V8,Frontal_Aslant_Tract_R : TrunkVolume,TrunkVolume,Frontal_Aslant_Tract_R,svc,0.125984819
b21_V9,b21,V9,Frontal_Aslant_Tract_R : BranchVolume,BranchVolume,Frontal_Aslant_Tract_R,svc,0.081474891
b21_V10,b21,V10,Frontal_Aslant_Tract_R : TotalSurfaceArea,TotalSurfaceArea,Frontal_Aslant_Tract_R,svc,0.124953152
b21_V11,b21,V11,Frontal_Aslant_Tract_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Frontal_Aslant_Tract_R,svc,0.086978021
b21_V12,b21,V12,Frontal_Aslant_Tract_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Frontal_Aslant_Tract_R,svc,0.122143073
b21_V13,b21,V13,Frontal_Aslant_Tract_R : Irregularity,Irregularity,Frontal_Aslant_Tract_R,svc,0.11581731
b21_V14,b21,V14,Frontal_Aslant_Tract_R : AreaOfEndRegion1,AreaOfEndRegion1,Frontal_Aslant_Tract_R,svc,0.123954032
b21_V15,b21,V15,Frontal_Aslant_Tract_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Frontal_Aslant_Tract_R,svc,0.065896815
b21_V16,b21,V16,Frontal_Aslant_Tract_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Frontal_Aslant_Tract_R,svc,0.087474416
b21_V17,b21,V17,Frontal_Aslant_Tract_R : AreaOfEndRegion2,AreaOfEndRegion2,Frontal_Aslant_Tract_R,svc,0.111585643
b21_V18,b21,V18,Frontal_Aslant_Tract_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Frontal_Aslant_Tract_R,svc,0.13047396
b21_V19,b21,V19,Frontal_Aslant_Tract_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Frontal_Aslant_Tract_R,svc,0.0943385
b21_V20,b21,V20,Frontal_Aslant_Tract_R : qa,qa,Frontal_Aslant_Tract_R,svc,0.142902863
b21_V21,b21,V21,Frontal_Aslant_Tract_R : nqa,nqa,Frontal_Aslant_Tract_R,svc,0.113520761
b21_V22,b21,V22,Frontal_Aslant_Tract_R : dti_fa,dti_fa,Frontal_Aslant_Tract_R,svc,0.13373962
b21_V23,b21,V23,Frontal_Aslant_Tract_R : md,md,Frontal_Aslant_Tract_R,svc,0.068276999
b21_V24,b21,V24,Frontal_Aslant_Tract_R : ad,ad,Frontal_Aslant_Tract_R,svc,0.08592395
b21_V25,b21,V25,Frontal_Aslant_Tract_R : rd,rd,Frontal_Aslant_Tract_R,svc,0.060394523
b21_V26,b21,V26,Frontal_Aslant_Tract_R : gfa,gfa,Frontal_Aslant_Tract_R,svc,0.182060501
b21_V27,b21,V27,Frontal_Aslant_Tract_R : iso,iso,Frontal_Aslant_Tract_R,svc,0.098837162
b21_V28,b21,V28,Frontal_Aslant_Tract_R : rdi,rdi,Frontal_Aslant_Tract_R,svc,0.09987696
b21_V29,b21,V29,Frontal_Aslant_Tract_R : nrdi02L,nrdi02L,Frontal_Aslant_Tract_R,svc,0.099612502
b21_V30,b21,V30,Frontal_Aslant_Tract_R : nrdi04L,nrdi04L,Frontal_Aslant_Tract_R,svc,0.09939633
b21_V31,b21,V31,Frontal_Aslant_Tract_R : nrdi06L,nrdi06L,Frontal_Aslant_Tract_R,svc,0.098961588
b22_V1,b22,V1,Inferior_Fronto_Occipital_Fasciculus_L : NumberOfTracts,NumberOfTracts,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.122901329
b22_V2,b22,V2,Inferior_Fronto_Occipital_Fasciculus_L : MeanLength,MeanLength,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.126157855
b22_V3,b22,V3,Inferior_Fronto_Occipital_Fasciculus_L : Span,Span,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.091593365
b22_V4,b22,V4,Inferior_Fronto_Occipital_Fasciculus_L : Curl,Curl,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.141213999
b22_V5,b22,V5,Inferior_Fronto_Occipital_Fasciculus_L : Elongation,Elongation,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.079890961
b22_V6,b22,V6,Inferior_Fronto_Occipital_Fasciculus_L : Diameter,Diameter,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.121357679
b22_V7,b22,V7,Inferior_Fronto_Occipital_Fasciculus_L : Volume,Volume,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.114300766
b22_V8,b22,V8,Inferior_Fronto_Occipital_Fasciculus_L : TrunkVolume,TrunkVolume,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.079355813
b22_V9,b22,V9,Inferior_Fronto_Occipital_Fasciculus_L : BranchVolume,BranchVolume,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.139149757
b22_V10,b22,V10,Inferior_Fronto_Occipital_Fasciculus_L : TotalSurfaceArea,TotalSurfaceArea,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.120122285
b22_V11,b22,V11,Inferior_Fronto_Occipital_Fasciculus_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.118166619
b22_V12,b22,V12,Inferior_Fronto_Occipital_Fasciculus_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.112219045
b22_V13,b22,V13,Inferior_Fronto_Occipital_Fasciculus_L : Irregularity,Irregularity,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.11864084
b22_V14,b22,V14,Inferior_Fronto_Occipital_Fasciculus_L : AreaOfEndRegion1,AreaOfEndRegion1,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.111763318
b22_V15,b22,V15,Inferior_Fronto_Occipital_Fasciculus_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.141856996
b22_V16,b22,V16,Inferior_Fronto_Occipital_Fasciculus_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.080494386
b22_V17,b22,V17,Inferior_Fronto_Occipital_Fasciculus_L : AreaOfEndRegion2,AreaOfEndRegion2,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.107981495
b22_V18,b22,V18,Inferior_Fronto_Occipital_Fasciculus_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.090996197
b22_V19,b22,V19,Inferior_Fronto_Occipital_Fasciculus_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.077410101
b22_V20,b22,V20,Inferior_Fronto_Occipital_Fasciculus_L : qa,qa,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.109557722
b22_V21,b22,V21,Inferior_Fronto_Occipital_Fasciculus_L : nqa,nqa,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.104088617
b22_V22,b22,V22,Inferior_Fronto_Occipital_Fasciculus_L : dti_fa,dti_fa,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.082611601
b22_V23,b22,V23,Inferior_Fronto_Occipital_Fasciculus_L : md,md,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.099127586
b22_V24,b22,V24,Inferior_Fronto_Occipital_Fasciculus_L : ad,ad,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.095441608
b22_V25,b22,V25,Inferior_Fronto_Occipital_Fasciculus_L : rd,rd,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.099951395
b22_V26,b22,V26,Inferior_Fronto_Occipital_Fasciculus_L : gfa,gfa,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.083176316
b22_V27,b22,V27,Inferior_Fronto_Occipital_Fasciculus_L : iso,iso,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.092845175
b22_V28,b22,V28,Inferior_Fronto_Occipital_Fasciculus_L : rdi,rdi,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.093223429
b22_V29,b22,V29,Inferior_Fronto_Occipital_Fasciculus_L : nrdi02L,nrdi02L,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.093299939
b22_V30,b22,V30,Inferior_Fronto_Occipital_Fasciculus_L : nrdi04L,nrdi04L,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.093220686
b22_V31,b22,V31,Inferior_Fronto_Occipital_Fasciculus_L : nrdi06L,nrdi06L,Inferior_Fronto_Occipital_Fasciculus_L,svc,0.093312684
b23_V1,b23,V1,Inferior_Fronto_Occipital_Fasciculus_R : NumberOfTracts,NumberOfTracts,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.059830133
b23_V2,b23,V2,Inferior_Fronto_Occipital_Fasciculus_R : MeanLength,MeanLength,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.134430536
b23_V3,b23,V3,Inferior_Fronto_Occipital_Fasciculus_R : Span,Span,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.129861085
b23_V4,b23,V4,Inferior_Fronto_Occipital_Fasciculus_R : Curl,Curl,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.087839344
b23_V5,b23,V5,Inferior_Fronto_Occipital_Fasciculus_R : Elongation,Elongation,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.1013278
b23_V6,b23,V6,Inferior_Fronto_Occipital_Fasciculus_R : Diameter,Diameter,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.093294796
b23_V7,b23,V7,Inferior_Fronto_Occipital_Fasciculus_R : Volume,Volume,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.098719765
b23_V8,b23,V8,Inferior_Fronto_Occipital_Fasciculus_R : TrunkVolume,TrunkVolume,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.100436333
b23_V9,b23,V9,Inferior_Fronto_Occipital_Fasciculus_R : BranchVolume,BranchVolume,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.09647135
b23_V10,b23,V10,Inferior_Fronto_Occipital_Fasciculus_R : TotalSurfaceArea,TotalSurfaceArea,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.11289163
b23_V11,b23,V11,Inferior_Fronto_Occipital_Fasciculus_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.064679024
b23_V12,b23,V12,Inferior_Fronto_Occipital_Fasciculus_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.112041432
b23_V13,b23,V13,Inferior_Fronto_Occipital_Fasciculus_R : Irregularity,Irregularity,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.124245996
b23_V14,b23,V14,Inferior_Fronto_Occipital_Fasciculus_R : AreaOfEndRegion1,AreaOfEndRegion1,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.139558328
b23_V15,b23,V15,Inferior_Fronto_Occipital_Fasciculus_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.055929706
b23_V16,b23,V16,Inferior_Fronto_Occipital_Fasciculus_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.069659037
b23_V17,b23,V17,Inferior_Fronto_Occipital_Fasciculus_R : AreaOfEndRegion2,AreaOfEndRegion2,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.074968451
b23_V18,b23,V18,Inferior_Fronto_Occipital_Fasciculus_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.096239976
b23_V19,b23,V19,Inferior_Fronto_Occipital_Fasciculus_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.112905789
b23_V20,b23,V20,Inferior_Fronto_Occipital_Fasciculus_R : qa,qa,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.082697974
b23_V21,b23,V21,Inferior_Fronto_Occipital_Fasciculus_R : nqa,nqa,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.073519046
b23_V22,b23,V22,Inferior_Fronto_Occipital_Fasciculus_R : dti_fa,dti_fa,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.055643439
b23_V23,b23,V23,Inferior_Fronto_Occipital_Fasciculus_R : md,md,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.114683249
b23_V24,b23,V24,Inferior_Fronto_Occipital_Fasciculus_R : ad,ad,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.109257688
b23_V25,b23,V25,Inferior_Fronto_Occipital_Fasciculus_R : rd,rd,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.115880206
b23_V26,b23,V26,Inferior_Fronto_Occipital_Fasciculus_R : gfa,gfa,Inferior_Fronto_Occipital_Fasciculus_R,svc,0
b23_V27,b23,V27,Inferior_Fronto_Occipital_Fasciculus_R : iso,iso,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.096906049
b23_V28,b23,V28,Inferior_Fronto_Occipital_Fasciculus_R : rdi,rdi,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.097204843
b23_V29,b23,V29,Inferior_Fronto_Occipital_Fasciculus_R : nrdi02L,nrdi02L,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.095780291
b23_V30,b23,V30,Inferior_Fronto_Occipital_Fasciculus_R : nrdi04L,nrdi04L,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.095983227
b23_V31,b23,V31,Inferior_Fronto_Occipital_Fasciculus_R : nrdi06L,nrdi06L,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.095118222
b24_V1,b24,V1,Inferior_Longitudinal_Fasciculus_L : NumberOfTracts,NumberOfTracts,Inferior_Longitudinal_Fasciculus_L,svc,0.083032041
b24_V2,b24,V2,Inferior_Longitudinal_Fasciculus_L : MeanLength,MeanLength,Inferior_Longitudinal_Fasciculus_L,svc,0.120938268
b24_V3,b24,V3,Inferior_Longitudinal_Fasciculus_L : Span,Span,Inferior_Longitudinal_Fasciculus_L,svc,0.124691958
b24_V4,b24,V4,Inferior_Longitudinal_Fasciculus_L : Curl,Curl,Inferior_Longitudinal_Fasciculus_L,svc,0.092211817
b24_V5,b24,V5,Inferior_Longitudinal_Fasciculus_L : Elongation,Elongation,Inferior_Longitudinal_Fasciculus_L,svc,0.129051455
b24_V6,b24,V6,Inferior_Longitudinal_Fasciculus_L : Diameter,Diameter,Inferior_Longitudinal_Fasciculus_L,svc,0.097645143
b24_V7,b24,V7,Inferior_Longitudinal_Fasciculus_L : Volume,Volume,Inferior_Longitudinal_Fasciculus_L,svc,0.115074445
b24_V8,b24,V8,Inferior_Longitudinal_Fasciculus_L : TrunkVolume,TrunkVolume,Inferior_Longitudinal_Fasciculus_L,svc,0.10340538
b24_V9,b24,V9,Inferior_Longitudinal_Fasciculus_L : BranchVolume,BranchVolume,Inferior_Longitudinal_Fasciculus_L,svc,0.109530849
b24_V10,b24,V10,Inferior_Longitudinal_Fasciculus_L : TotalSurfaceArea,TotalSurfaceArea,Inferior_Longitudinal_Fasciculus_L,svc,0.116122538
b24_V11,b24,V11,Inferior_Longitudinal_Fasciculus_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Inferior_Longitudinal_Fasciculus_L,svc,0.083939332
b24_V12,b24,V12,Inferior_Longitudinal_Fasciculus_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Inferior_Longitudinal_Fasciculus_L,svc,0.06633085
b24_V13,b24,V13,Inferior_Longitudinal_Fasciculus_L : Irregularity,Irregularity,Inferior_Longitudinal_Fasciculus_L,svc,0.093874447
b24_V14,b24,V14,Inferior_Longitudinal_Fasciculus_L : AreaOfEndRegion1,AreaOfEndRegion1,Inferior_Longitudinal_Fasciculus_L,svc,0.04073972
b24_V15,b24,V15,Inferior_Longitudinal_Fasciculus_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Longitudinal_Fasciculus_L,svc,0.063067077
b24_V16,b24,V16,Inferior_Longitudinal_Fasciculus_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Inferior_Longitudinal_Fasciculus_L,svc,0.111788434
b24_V17,b24,V17,Inferior_Longitudinal_Fasciculus_L : AreaOfEndRegion2,AreaOfEndRegion2,Inferior_Longitudinal_Fasciculus_L,svc,0.094389187
b24_V18,b24,V18,Inferior_Longitudinal_Fasciculus_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Inferior_Longitudinal_Fasciculus_L,svc,0.106335311
b24_V19,b24,V19,Inferior_Longitudinal_Fasciculus_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Inferior_Longitudinal_Fasciculus_L,svc,0.12830368
b24_V20,b24,V20,Inferior_Longitudinal_Fasciculus_L : qa,qa,Inferior_Longitudinal_Fasciculus_L,svc,0.088092005
b24_V21,b24,V21,Inferior_Longitudinal_Fasciculus_L : nqa,nqa,Inferior_Longitudinal_Fasciculus_L,svc,0.081199908
b24_V22,b24,V22,Inferior_Longitudinal_Fasciculus_L : dti_fa,dti_fa,Inferior_Longitudinal_Fasciculus_L,svc,0.101063979
b24_V23,b24,V23,Inferior_Longitudinal_Fasciculus_L : md,md,Inferior_Longitudinal_Fasciculus_L,svc,0.077370202
b24_V24,b24,V24,Inferior_Longitudinal_Fasciculus_L : ad,ad,Inferior_Longitudinal_Fasciculus_L,svc,0.068686073
b24_V25,b24,V25,Inferior_Longitudinal_Fasciculus_L : rd,rd,Inferior_Longitudinal_Fasciculus_L,svc,0.082966545
b24_V26,b24,V26,Inferior_Longitudinal_Fasciculus_L : gfa,gfa,Inferior_Longitudinal_Fasciculus_L,svc,0.100931388
b24_V27,b24,V27,Inferior_Longitudinal_Fasciculus_L : iso,iso,Inferior_Longitudinal_Fasciculus_L,svc,0.070344257
b24_V28,b24,V28,Inferior_Longitudinal_Fasciculus_L : rdi,rdi,Inferior_Longitudinal_Fasciculus_L,svc,0.07094269
b24_V29,b24,V29,Inferior_Longitudinal_Fasciculus_L : nrdi02L,nrdi02L,Inferior_Longitudinal_Fasciculus_L,svc,0.071186017
b24_V30,b24,V30,Inferior_Longitudinal_Fasciculus_L : nrdi04L,nrdi04L,Inferior_Longitudinal_Fasciculus_L,svc,0.071283193
b24_V31,b24,V31,Inferior_Longitudinal_Fasciculus_L : nrdi06L,nrdi06L,Inferior_Longitudinal_Fasciculus_L,svc,0.071616857
b25_V1,b25,V1,Inferior_Longitudinal_Fasciculus_R : NumberOfTracts,NumberOfTracts,Inferior_Longitudinal_Fasciculus_R,svc,0.105933613
b25_V2,b25,V2,Inferior_Longitudinal_Fasciculus_R : MeanLength,MeanLength,Inferior_Longitudinal_Fasciculus_R,svc,0.080466743
b25_V3,b25,V3,Inferior_Longitudinal_Fasciculus_R : Span,Span,Inferior_Longitudinal_Fasciculus_R,svc,0.093075619
b25_V4,b25,V4,Inferior_Longitudinal_Fasciculus_R : Curl,Curl,Inferior_Longitudinal_Fasciculus_R,svc,0.073609674
b25_V5,b25,V5,Inferior_Longitudinal_Fasciculus_R : Elongation,Elongation,Inferior_Longitudinal_Fasciculus_R,svc,0.09396471
b25_V6,b25,V6,Inferior_Longitudinal_Fasciculus_R : Diameter,Diameter,Inferior_Longitudinal_Fasciculus_R,svc,0.075763908
b25_V7,b25,V7,Inferior_Longitudinal_Fasciculus_R : Volume,Volume,Inferior_Longitudinal_Fasciculus_R,svc,0.059010344
b25_V8,b25,V8,Inferior_Longitudinal_Fasciculus_R : TrunkVolume,TrunkVolume,Inferior_Longitudinal_Fasciculus_R,svc,0.116258295
b25_V9,b25,V9,Inferior_Longitudinal_Fasciculus_R : BranchVolume,BranchVolume,Inferior_Longitudinal_Fasciculus_R,svc,0.039558401
b25_V10,b25,V10,Inferior_Longitudinal_Fasciculus_R : TotalSurfaceArea,TotalSurfaceArea,Inferior_Longitudinal_Fasciculus_R,svc,0.068709904
b25_V11,b25,V11,Inferior_Longitudinal_Fasciculus_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Inferior_Longitudinal_Fasciculus_R,svc,0.108578754
b25_V12,b25,V12,Inferior_Longitudinal_Fasciculus_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Inferior_Longitudinal_Fasciculus_R,svc,0.084496188
b25_V13,b25,V13,Inferior_Longitudinal_Fasciculus_R : Irregularity,Irregularity,Inferior_Longitudinal_Fasciculus_R,svc,0.094212089
b25_V14,b25,V14,Inferior_Longitudinal_Fasciculus_R : AreaOfEndRegion1,AreaOfEndRegion1,Inferior_Longitudinal_Fasciculus_R,svc,0.080515211
b25_V15,b25,V15,Inferior_Longitudinal_Fasciculus_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Longitudinal_Fasciculus_R,svc,0.105334377
b25_V16,b25,V16,Inferior_Longitudinal_Fasciculus_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Inferior_Longitudinal_Fasciculus_R,svc,0.138731179
b25_V17,b25,V17,Inferior_Longitudinal_Fasciculus_R : AreaOfEndRegion2,AreaOfEndRegion2,Inferior_Longitudinal_Fasciculus_R,svc,0.09443929
b25_V18,b25,V18,Inferior_Longitudinal_Fasciculus_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Inferior_Longitudinal_Fasciculus_R,svc,0.107218672
b25_V19,b25,V19,Inferior_Longitudinal_Fasciculus_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Inferior_Longitudinal_Fasciculus_R,svc,0.072726579
b25_V20,b25,V20,Inferior_Longitudinal_Fasciculus_R : qa,qa,Inferior_Longitudinal_Fasciculus_R,svc,0.090088719
b25_V21,b25,V21,Inferior_Longitudinal_Fasciculus_R : nqa,nqa,Inferior_Longitudinal_Fasciculus_R,svc,0.079284894
b25_V22,b25,V22,Inferior_Longitudinal_Fasciculus_R : dti_fa,dti_fa,Inferior_Longitudinal_Fasciculus_R,svc,0.072695629
b25_V23,b25,V23,Inferior_Longitudinal_Fasciculus_R : md,md,Inferior_Longitudinal_Fasciculus_R,svc,0.131419767
b25_V24,b25,V24,Inferior_Longitudinal_Fasciculus_R : ad,ad,Inferior_Longitudinal_Fasciculus_R,svc,0.1319875
b25_V25,b25,V25,Inferior_Longitudinal_Fasciculus_R : rd,rd,Inferior_Longitudinal_Fasciculus_R,svc,0.129534761
b25_V26,b25,V26,Inferior_Longitudinal_Fasciculus_R : gfa,gfa,Inferior_Longitudinal_Fasciculus_R,svc,0.083760327
b25_V27,b25,V27,Inferior_Longitudinal_Fasciculus_R : iso,iso,Inferior_Longitudinal_Fasciculus_R,svc,0.08065564
b25_V28,b25,V28,Inferior_Longitudinal_Fasciculus_R : rdi,rdi,Inferior_Longitudinal_Fasciculus_R,svc,0.080511343
b25_V29,b25,V29,Inferior_Longitudinal_Fasciculus_R : nrdi02L,nrdi02L,Inferior_Longitudinal_Fasciculus_R,svc,0.080792282
b25_V30,b25,V30,Inferior_Longitudinal_Fasciculus_R : nrdi04L,nrdi04L,Inferior_Longitudinal_Fasciculus_R,svc,0.081034533
b25_V31,b25,V31,Inferior_Longitudinal_Fasciculus_R : nrdi06L,nrdi06L,Inferior_Longitudinal_Fasciculus_R,svc,0.081249941
b26_V1,b26,V1,Middle_Longitudinal_Fasciculus_L : NumberOfTracts,NumberOfTracts,Middle_Longitudinal_Fasciculus_L,svc,0.091799203
b26_V2,b26,V2,Middle_Longitudinal_Fasciculus_L : MeanLength,MeanLength,Middle_Longitudinal_Fasciculus_L,svc,0.11868467
b26_V3,b26,V3,Middle_Longitudinal_Fasciculus_L : Span,Span,Middle_Longitudinal_Fasciculus_L,svc,0.112809515
b26_V4,b26,V4,Middle_Longitudinal_Fasciculus_L : Curl,Curl,Middle_Longitudinal_Fasciculus_L,svc,0.095858433
b26_V5,b26,V5,Middle_Longitudinal_Fasciculus_L : Elongation,Elongation,Middle_Longitudinal_Fasciculus_L,svc,0.154995445
b26_V6,b26,V6,Middle_Longitudinal_Fasciculus_L : Diameter,Diameter,Middle_Longitudinal_Fasciculus_L,svc,0.091388346
b26_V7,b26,V7,Middle_Longitudinal_Fasciculus_L : Volume,Volume,Middle_Longitudinal_Fasciculus_L,svc,0.113764822
b26_V8,b26,V8,Middle_Longitudinal_Fasciculus_L : TrunkVolume,TrunkVolume,Middle_Longitudinal_Fasciculus_L,svc,0.107146655
b26_V9,b26,V9,Middle_Longitudinal_Fasciculus_L : BranchVolume,BranchVolume,Middle_Longitudinal_Fasciculus_L,svc,0.113937398
b26_V10,b26,V10,Middle_Longitudinal_Fasciculus_L : TotalSurfaceArea,TotalSurfaceArea,Middle_Longitudinal_Fasciculus_L,svc,0.107757315
b26_V11,b26,V11,Middle_Longitudinal_Fasciculus_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Middle_Longitudinal_Fasciculus_L,svc,0.139825557
b26_V12,b26,V12,Middle_Longitudinal_Fasciculus_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Middle_Longitudinal_Fasciculus_L,svc,0.086107848
b26_V13,b26,V13,Middle_Longitudinal_Fasciculus_L : Irregularity,Irregularity,Middle_Longitudinal_Fasciculus_L,svc,0.086935303
