bundle_measure_abr,bundle_abr,measure_abr,bundle_measure,measure,bundle,model,importance
b44_V20,b44,V20,Thalamic_Radiation_Superior_L : qa,qa,Thalamic_Radiation_Superior_L,svc,0
b3_V6,b3,V6,Cingulum_Frontal_Parahippocampal_L : Diameter,Diameter,Cingulum_Frontal_Parahippocampal_L,svc,0
b8_V12,b8,V12,Cingulum_Parahippocampal_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Cingulum_Parahippocampal_R,svc,0
b15_V9,b15,V9,Corpus_Callosum_Forceps_Minor : BranchVolume,BranchVolume,Corpus_Callosum_Forceps_Minor,svc,0
b4_V20,b4,V20,Cingulum_Frontal_Parahippocampal_R : qa,qa,Cingulum_Frontal_Parahippocampal_R,svc,0
b30_V12,b30,V12,Parietal_Aslant_Tract_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Parietal_Aslant_Tract_L,svc,0
b36_V24,b36,V24,Superior_Longitudinal_Fasciculus3_L : ad,ad,Superior_Longitudinal_Fasciculus3_L,svc,0
b10_V22,b10,V22,Cingulum_Parahippocampal_Parietal_R : dti_fa,dti_fa,Cingulum_Parahippocampal_Parietal_R,svc,0
b45_V20,b45,V20,Thalamic_Radiation_Superior_R : qa,qa,Thalamic_Radiation_Superior_R,svc,0
b9_V18,b9,V18,Cingulum_Parahippocampal_Parietal_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Cingulum_Parahippocampal_Parietal_L,svc,0
b4_V17,b4,V17,Cingulum_Frontal_Parahippocampal_R : AreaOfEndRegion2,AreaOfEndRegion2,Cingulum_Frontal_Parahippocampal_R,svc,0
b6_V7,b6,V7,Cingulum_Frontal_Parietal_R : Volume,Volume,Cingulum_Frontal_Parietal_R,svc,0
b8_V27,b8,V27,Cingulum_Parahippocampal_R : iso,iso,Cingulum_Parahippocampal_R,svc,0
b8_V2,b8,V2,Cingulum_Parahippocampal_R : MeanLength,MeanLength,Cingulum_Parahippocampal_R,svc,0
b38_V26,b38,V26,Thalamic_Radiation_Anterior_L : gfa,gfa,Thalamic_Radiation_Anterior_L,svc,0
b47_V24,b47,V24,Uncinate_Fasciculus_R : ad,ad,Uncinate_Fasciculus_R,svc,8.254796
b45_V18,b45,V18,Thalamic_Radiation_Superior_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Thalamic_Radiation_Superior_R,svc,0
b17_V9,b17,V9,Corticospinal_Tract_R : BranchVolume,BranchVolume,Corticospinal_Tract_R,svc,15.571547
b25_V21,b25,V21,Inferior_Longitudinal_Fasciculus_R : nqa,nqa,Inferior_Longitudinal_Fasciculus_R,svc,0
b46_V10,b46,V10,Uncinate_Fasciculus_L : TotalSurfaceArea,TotalSurfaceArea,Uncinate_Fasciculus_L,svc,0
b13_V7,b13,V7,Corpus_Callosum_Body : Volume,Volume,Corpus_Callosum_Body,svc,0
b5_V2,b5,V2,Cingulum_Frontal_Parietal_L : MeanLength,MeanLength,Cingulum_Frontal_Parietal_L,svc,0
b7_V30,b7,V30,Cingulum_Parahippocampal_L : nrdi04L,nrdi04L,Cingulum_Parahippocampal_L,svc,0
b23_V7,b23,V7,Inferior_Fronto_Occipital_Fasciculus_R : Volume,Volume,Inferior_Fronto_Occipital_Fasciculus_R,svc,0
b28_V3,b28,V3,Optic_Radiation_L : Span,Span,Optic_Radiation_L,svc,0
b40_V10,b40,V10,Thalamic_Radiation_Inferior_L : TotalSurfaceArea,TotalSurfaceArea,Thalamic_Radiation_Inferior_L,svc,0
b36_V26,b36,V26,Superior_Longitudinal_Fasciculus3_L : gfa,gfa,Superior_Longitudinal_Fasciculus3_L,svc,4.502616
b3_V14,b3,V14,Cingulum_Frontal_Parahippocampal_L : AreaOfEndRegion1,AreaOfEndRegion1,Cingulum_Frontal_Parahippocampal_L,svc,0
b23_V2,b23,V2,Inferior_Fronto_Occipital_Fasciculus_R : MeanLength,MeanLength,Inferior_Fronto_Occipital_Fasciculus_R,svc,0.750436
b40_V23,b40,V23,Thalamic_Radiation_Inferior_L : md,md,Thalamic_Radiation_Inferior_L,svc,0
b24_V17,b24,V17,Inferior_Longitudinal_Fasciculus_L : AreaOfEndRegion2,AreaOfEndRegion2,Inferior_Longitudinal_Fasciculus_L,svc,0
b15_V26,b15,V26,Corpus_Callosum_Forceps_Minor : gfa,gfa,Corpus_Callosum_Forceps_Minor,svc,0
b16_V26,b16,V26,Corticospinal_Tract_L : gfa,gfa,Corticospinal_Tract_L,svc,0
b39_V27,b39,V27,Thalamic_Radiation_Anterior_R : iso,iso,Thalamic_Radiation_Anterior_R,svc,0
b5_V6,b5,V6,Cingulum_Frontal_Parietal_L : Diameter,Diameter,Cingulum_Frontal_Parietal_L,svc,0
b10_V3,b10,V3,Cingulum_Parahippocampal_Parietal_R : Span,Span,Cingulum_Parahippocampal_Parietal_R,svc,0
b18_V12,b18,V12,Fornix_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Fornix_L,svc,0
b9_V1,b9,V1,Cingulum_Parahippocampal_Parietal_L : NumberOfTracts,NumberOfTracts,Cingulum_Parahippocampal_Parietal_L,svc,0
b16_V21,b16,V21,Corticospinal_Tract_L : nqa,nqa,Corticospinal_Tract_L,svc,0
b24_V4,b24,V4,Inferior_Longitudinal_Fasciculus_L : Curl,Curl,Inferior_Longitudinal_Fasciculus_L,svc,0
b47_V4,b47,V4,Uncinate_Fasciculus_R : Curl,Curl,Uncinate_Fasciculus_R,svc,16.697201
b4_V6,b4,V6,Cingulum_Frontal_Parahippocampal_R : Diameter,Diameter,Cingulum_Frontal_Parahippocampal_R,svc,0
b14_V23,b14,V23,Corpus_Callosum_Forceps_Major : md,md,Corpus_Callosum_Forceps_Major,svc,0
b36_V11,b36,V11,Superior_Longitudinal_Fasciculus3_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Superior_Longitudinal_Fasciculus3_L,svc,0
b48_V27,b48,V27,Vertical_Occipital_Fasciculus_L : iso,iso,Vertical_Occipital_Fasciculus_L,svc,0
b7_V26,b7,V26,Cingulum_Parahippocampal_L : gfa,gfa,Cingulum_Parahippocampal_L,svc,0
b25_V15,b25,V15,Inferior_Longitudinal_Fasciculus_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Longitudinal_Fasciculus_R,svc,0
b30_V24,b30,V24,Parietal_Aslant_Tract_L : ad,ad,Parietal_Aslant_Tract_L,svc,0
b38_V20,b38,V20,Thalamic_Radiation_Anterior_L : qa,qa,Thalamic_Radiation_Anterior_L,svc,0
b28_V4,b28,V4,Optic_Radiation_L : Curl,Curl,Optic_Radiation_L,svc,0
b22_V10,b22,V10,Inferior_Fronto_Occipital_Fasciculus_L : TotalSurfaceArea,TotalSurfaceArea,Inferior_Fronto_Occipital_Fasciculus_L,svc,0
b46_V11,b46,V11,Uncinate_Fasciculus_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Uncinate_Fasciculus_L,svc,0
b5_V9,b5,V9,Cingulum_Frontal_Parietal_L : BranchVolume,BranchVolume,Cingulum_Frontal_Parietal_L,svc,0
b3_V22,b3,V22,Cingulum_Frontal_Parahippocampal_L : dti_fa,dti_fa,Cingulum_Frontal_Parahippocampal_L,svc,0
b26_V5,b26,V5,Middle_Longitudinal_Fasciculus_L : Elongation,Elongation,Middle_Longitudinal_Fasciculus_L,svc,14.821111
b6_V2,b6,V2,Cingulum_Frontal_Parietal_R : MeanLength,MeanLength,Cingulum_Frontal_Parietal_R,svc,0
b38_V16,b38,V16,Thalamic_Radiation_Anterior_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Thalamic_Radiation_Anterior_L,svc,0
b40_V5,b40,V5,Thalamic_Radiation_Inferior_L : Elongation,Elongation,Thalamic_Radiation_Inferior_L,svc,0
b19_V15,b19,V15,Fornix_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Fornix_R,svc,0
b48_V21,b48,V21,Vertical_Occipital_Fasciculus_L : nqa,nqa,Vertical_Occipital_Fasciculus_L,svc,0
b42_V24,b42,V24,Thalamic_Radiation_Posterior_L : ad,ad,Thalamic_Radiation_Posterior_L,svc,0
b22_V6,b22,V6,Inferior_Fronto_Occipital_Fasciculus_L : Diameter,Diameter,Inferior_Fronto_Occipital_Fasciculus_L,svc,0
b31_V4,b31,V4,Parietal_Aslant_Tract_R : Curl,Curl,Parietal_Aslant_Tract_R,svc,0
b14_V16,b14,V16,Corpus_Callosum_Forceps_Major : IrregularityofEndRegion1,IrregularityofEndRegion1,Corpus_Callosum_Forceps_Major,svc,7.316751
b48_V14,b48,V14,Vertical_Occipital_Fasciculus_L : AreaOfEndRegion1,AreaOfEndRegion1,Vertical_Occipital_Fasciculus_L,svc,0
b26_V13,b26,V13,Middle_Longitudinal_Fasciculus_L : Irregularity,Irregularity,Middle_Longitudinal_Fasciculus_L,svc,0
b8_V13,b8,V13,Cingulum_Parahippocampal_R : Irregularity,Irregularity,Cingulum_Parahippocampal_R,svc,0
b4_V24,b4,V24,Cingulum_Frontal_Parahippocampal_R : ad,ad,Cingulum_Frontal_Parahippocampal_R,svc,0
b27_V20,b27,V20,Middle_Longitudinal_Fasciculus_R : qa,qa,Middle_Longitudinal_Fasciculus_R,svc,0
b40_V7,b40,V7,Thalamic_Radiation_Inferior_L : Volume,Volume,Thalamic_Radiation_Inferior_L,svc,0
b33_V25,b33,V25,Superior_Longitudinal_Fasciculus1_R : rd,rd,Superior_Longitudinal_Fasciculus1_R,svc,0
b49_V16,b49,V16,Vertical_Occipital_Fasciculus_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Vertical_Occipital_Fasciculus_R,svc,0
b35_V17,b35,V17,Superior_Longitudinal_Fasciculus2_R : AreaOfEndRegion2,AreaOfEndRegion2,Superior_Longitudinal_Fasciculus2_R,svc,0
b21_V13,b21,V13,Frontal_Aslant_Tract_R : Irregularity,Irregularity,Frontal_Aslant_Tract_R,svc,0
b15_V11,b15,V11,Corpus_Callosum_Forceps_Minor : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Corpus_Callosum_Forceps_Minor,svc,0
b20_V11,b20,V11,Frontal_Aslant_Tract_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Frontal_Aslant_Tract_L,svc,0
b39_V8,b39,V8,Thalamic_Radiation_Anterior_R : TrunkVolume,TrunkVolume,Thalamic_Radiation_Anterior_R,svc,0
b9_V9,b9,V9,Cingulum_Parahippocampal_Parietal_L : BranchVolume,BranchVolume,Cingulum_Parahippocampal_Parietal_L,svc,0
b36_V7,b36,V7,Superior_Longitudinal_Fasciculus3_L : Volume,Volume,Superior_Longitudinal_Fasciculus3_L,svc,0
b8_V26,b8,V26,Cingulum_Parahippocampal_R : gfa,gfa,Cingulum_Parahippocampal_R,svc,0
b46_V14,b46,V14,Uncinate_Fasciculus_L : AreaOfEndRegion1,AreaOfEndRegion1,Uncinate_Fasciculus_L,svc,0
b38_V1,b38,V1,Thalamic_Radiation_Anterior_L : NumberOfTracts,NumberOfTracts,Thalamic_Radiation_Anterior_L,svc,0
b37_V14,b37,V14,Superior_Longitudinal_Fasciculus3_R : AreaOfEndRegion1,AreaOfEndRegion1,Superior_Longitudinal_Fasciculus3_R,svc,0
b41_V18,b41,V18,Thalamic_Radiation_Inferior_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Thalamic_Radiation_Inferior_R,svc,0
b24_V19,b24,V19,Inferior_Longitudinal_Fasciculus_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Inferior_Longitudinal_Fasciculus_L,svc,0
b11_V16,b11,V16,Cingulum_Rarolfactory_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Cingulum_Rarolfactory_L,svc,0
b48_V17,b48,V17,Vertical_Occipital_Fasciculus_L : AreaOfEndRegion2,AreaOfEndRegion2,Vertical_Occipital_Fasciculus_L,svc,0
b32_V30,b32,V30,Superior_Longitudinal_Fasciculus1_L : nrdi04L,nrdi04L,Superior_Longitudinal_Fasciculus1_L,svc,0
b46_V3,b46,V3,Uncinate_Fasciculus_L : Span,Span,Uncinate_Fasciculus_L,svc,0
b46_V1,b46,V1,Uncinate_Fasciculus_L : NumberOfTracts,NumberOfTracts,Uncinate_Fasciculus_L,svc,0
b35_V11,b35,V11,Superior_Longitudinal_Fasciculus2_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Superior_Longitudinal_Fasciculus2_R,svc,0
b34_V18,b34,V18,Superior_Longitudinal_Fasciculus2_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Superior_Longitudinal_Fasciculus2_L,svc,0
b18_V20,b18,V20,Fornix_L : qa,qa,Fornix_L,svc,0
b24_V6,b24,V6,Inferior_Longitudinal_Fasciculus_L : Diameter,Diameter,Inferior_Longitudinal_Fasciculus_L,svc,0
b10_V12,b10,V12,Cingulum_Parahippocampal_Parietal_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Cingulum_Parahippocampal_Parietal_R,svc,0
b27_V9,b27,V9,Middle_Longitudinal_Fasciculus_R : BranchVolume,BranchVolume,Middle_Longitudinal_Fasciculus_R,svc,0
b49_V14,b49,V14,Vertical_Occipital_Fasciculus_R : AreaOfEndRegion1,AreaOfEndRegion1,Vertical_Occipital_Fasciculus_R,svc,0
b18_V15,b18,V15,Fornix_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Fornix_L,svc,0
b14_V30,b14,V30,Corpus_Callosum_Forceps_Major : nrdi04L,nrdi04L,Corpus_Callosum_Forceps_Major,svc,0
b23_V17,b23,V17,Inferior_Fronto_Occipital_Fasciculus_R : AreaOfEndRegion2,AreaOfEndRegion2,Inferior_Fronto_Occipital_Fasciculus_R,svc,0
b46_V15,b46,V15,Uncinate_Fasciculus_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Uncinate_Fasciculus_L,svc,0
b29_V8,b29,V8,Optic_Radiation_R : TrunkVolume,TrunkVolume,Optic_Radiation_R,svc,0
b9_V4,b9,V4,Cingulum_Parahippocampal_Parietal_L : Curl,Curl,Cingulum_Parahippocampal_Parietal_L,svc,0
b44_V6,b44,V6,Thalamic_Radiation_Superior_L : Diameter,Diameter,Thalamic_Radiation_Superior_L,svc,0
b22_V4,b22,V4,Inferior_Fronto_Occipital_Fasciculus_L : Curl,Curl,Inferior_Fronto_Occipital_Fasciculus_L,svc,6.941533
b11_V2,b11,V2,Cingulum_Rarolfactory_L : MeanLength,MeanLength,Cingulum_Rarolfactory_L,svc,0
b27_V1,b27,V1,Middle_Longitudinal_Fasciculus_R : NumberOfTracts,NumberOfTracts,Middle_Longitudinal_Fasciculus_R,svc,0
b17_V19,b17,V19,Corticospinal_Tract_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Corticospinal_Tract_R,svc,0
b30_V19,b30,V19,Parietal_Aslant_Tract_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Parietal_Aslant_Tract_L,svc,0
b1_V15,b1,V15,Arcuate_Fasciculus_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Arcuate_Fasciculus_L,svc,0
b45_V2,b45,V2,Thalamic_Radiation_Superior_R : MeanLength,MeanLength,Thalamic_Radiation_Superior_R,svc,0
b36_V9,b36,V9,Superior_Longitudinal_Fasciculus3_L : BranchVolume,BranchVolume,Superior_Longitudinal_Fasciculus3_L,svc,0
b6_V3,b6,V3,Cingulum_Frontal_Parietal_R : Span,Span,Cingulum_Frontal_Parietal_R,svc,0
b28_V20,b28,V20,Optic_Radiation_L : qa,qa,Optic_Radiation_L,svc,0
b48_V5,b48,V5,Vertical_Occipital_Fasciculus_L : Elongation,Elongation,Vertical_Occipital_Fasciculus_L,svc,0
b29_V15,b29,V15,Optic_Radiation_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Optic_Radiation_R,svc,0
b23_V21,b23,V21,Inferior_Fronto_Occipital_Fasciculus_R : nqa,nqa,Inferior_Fronto_Occipital_Fasciculus_R,svc,0
b23_V12,b23,V12,Inferior_Fronto_Occipital_Fasciculus_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Inferior_Fronto_Occipital_Fasciculus_R,svc,0
b12_V8,b12,V8,Cingulum_Rarolfactory_R : TrunkVolume,TrunkVolume,Cingulum_Rarolfactory_R,svc,0
b20_V22,b20,V22,Frontal_Aslant_Tract_L : dti_fa,dti_fa,Frontal_Aslant_Tract_L,svc,0
b28_V2,b28,V2,Optic_Radiation_L : MeanLength,MeanLength,Optic_Radiation_L,svc,0
b22_V28,b22,V28,Inferior_Fronto_Occipital_Fasciculus_L : rdi,rdi,Inferior_Fronto_Occipital_Fasciculus_L,svc,0
b4_V5,b4,V5,Cingulum_Frontal_Parahippocampal_R : Elongation,Elongation,Cingulum_Frontal_Parahippocampal_R,svc,0
b32_V31,b32,V31,Superior_Longitudinal_Fasciculus1_L : nrdi06L,nrdi06L,Superior_Longitudinal_Fasciculus1_L,svc,0
b6_V27,b6,V27,Cingulum_Frontal_Parietal_R : iso,iso,Cingulum_Frontal_Parietal_R,svc,0
b41_V14,b41,V14,Thalamic_Radiation_Inferior_R : AreaOfEndRegion1,AreaOfEndRegion1,Thalamic_Radiation_Inferior_R,svc,0
b13_V26,b13,V26,Corpus_Callosum_Body : gfa,gfa,Corpus_Callosum_Body,svc,0
b14_V2,b14,V2,Corpus_Callosum_Forceps_Major : MeanLength,MeanLength,Corpus_Callosum_Forceps_Major,svc,0
b14_V8,b14,V8,Corpus_Callosum_Forceps_Major : TrunkVolume,TrunkVolume,Corpus_Callosum_Forceps_Major,svc,0
b24_V18,b24,V18,Inferior_Longitudinal_Fasciculus_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Inferior_Longitudinal_Fasciculus_L,svc,0
b32_V7,b32,V7,Superior_Longitudinal_Fasciculus1_L : Volume,Volume,Superior_Longitudinal_Fasciculus1_L,svc,0
b12_V1,b12,V1,Cingulum_Rarolfactory_R : NumberOfTracts,NumberOfTracts,Cingulum_Rarolfactory_R,svc,0
b17_V12,b17,V12,Corticospinal_Tract_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Corticospinal_Tract_R,svc,0
b8_V17,b8,V17,Cingulum_Parahippocampal_R : AreaOfEndRegion2,AreaOfEndRegion2,Cingulum_Parahippocampal_R,svc,0
b15_V10,b15,V10,Corpus_Callosum_Forceps_Minor : TotalSurfaceArea,TotalSurfaceArea,Corpus_Callosum_Forceps_Minor,svc,0
b3_V15,b3,V15,Cingulum_Frontal_Parahippocampal_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Cingulum_Frontal_Parahippocampal_L,svc,0
b30_V30,b30,V30,Parietal_Aslant_Tract_L : nrdi04L,nrdi04L,Parietal_Aslant_Tract_L,svc,0
b2_V19,b2,V19,Arcuate_Fasciculus_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Arcuate_Fasciculus_R,svc,0
b1_V9,b1,V9,Arcuate_Fasciculus_L : BranchVolume,BranchVolume,Arcuate_Fasciculus_L,svc,0
b3_V17,b3,V17,Cingulum_Frontal_Parahippocampal_L : AreaOfEndRegion2,AreaOfEndRegion2,Cingulum_Frontal_Parahippocampal_L,svc,0
b2_V13,b2,V13,Arcuate_Fasciculus_R : Irregularity,Irregularity,Arcuate_Fasciculus_R,svc,0
b13_V9,b13,V9,Corpus_Callosum_Body : BranchVolume,BranchVolume,Corpus_Callosum_Body,svc,0
b36_V15,b36,V15,Superior_Longitudinal_Fasciculus3_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Superior_Longitudinal_Fasciculus3_L,svc,0
b31_V6,b31,V6,Parietal_Aslant_Tract_R : Diameter,Diameter,Parietal_Aslant_Tract_R,svc,0
b37_V28,b37,V28,Superior_Longitudinal_Fasciculus3_R : rdi,rdi,Superior_Longitudinal_Fasciculus3_R,svc,0
b27_V5,b27,V5,Middle_Longitudinal_Fasciculus_R : Elongation,Elongation,Middle_Longitudinal_Fasciculus_R,svc,0
b3_V20,b3,V20,Cingulum_Frontal_Parahippocampal_L : qa,qa,Cingulum_Frontal_Parahippocampal_L,svc,0
b6_V5,b6,V5,Cingulum_Frontal_Parietal_R : Elongation,Elongation,Cingulum_Frontal_Parietal_R,svc,0
b3_V24,b3,V24,Cingulum_Frontal_Parahippocampal_L : ad,ad,Cingulum_Frontal_Parahippocampal_L,svc,0
b5_V29,b5,V29,Cingulum_Frontal_Parietal_L : nrdi02L,nrdi02L,Cingulum_Frontal_Parietal_L,svc,0
b26_V19,b26,V19,Middle_Longitudinal_Fasciculus_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Middle_Longitudinal_Fasciculus_L,svc,16.321983
b44_V15,b44,V15,Thalamic_Radiation_Superior_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Thalamic_Radiation_Superior_L,svc,0
b22_V9,b22,V9,Inferior_Fronto_Occipital_Fasciculus_L : BranchVolume,BranchVolume,Inferior_Fronto_Occipital_Fasciculus_L,svc,5.440661
b47_V2,b47,V2,Uncinate_Fasciculus_R : MeanLength,MeanLength,Uncinate_Fasciculus_R,svc,0
b18_V18,b18,V18,Fornix_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Fornix_L,svc,0
b17_V2,b17,V2,Corticospinal_Tract_R : MeanLength,MeanLength,Corticospinal_Tract_R,svc,0
b16_V16,b16,V16,Corticospinal_Tract_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Corticospinal_Tract_L,svc,0
b42_V10,b42,V10,Thalamic_Radiation_Posterior_L : TotalSurfaceArea,TotalSurfaceArea,Thalamic_Radiation_Posterior_L,svc,0
b21_V30,b21,V30,Frontal_Aslant_Tract_R : nrdi04L,nrdi04L,Frontal_Aslant_Tract_R,svc,0
b19_V17,b19,V17,Fornix_R : AreaOfEndRegion2,AreaOfEndRegion2,Fornix_R,svc,0
b42_V9,b42,V9,Thalamic_Radiation_Posterior_L : BranchVolume,BranchVolume,Thalamic_Radiation_Posterior_L,svc,0
b7_V17,b7,V17,Cingulum_Parahippocampal_L : AreaOfEndRegion2,AreaOfEndRegion2,Cingulum_Parahippocampal_L,svc,0
b42_V3,b42,V3,Thalamic_Radiation_Posterior_L : Span,Span,Thalamic_Radiation_Posterior_L,svc,0
b49_V26,b49,V26,Vertical_Occipital_Fasciculus_R : gfa,gfa,Vertical_Occipital_Fasciculus_R,svc,0
b16_V29,b16,V29,Corticospinal_Tract_L : nrdi02L,nrdi02L,Corticospinal_Tract_L,svc,0
b31_V28,b31,V28,Parietal_Aslant_Tract_R : rdi,rdi,Parietal_Aslant_Tract_R,svc,0
b2_V1,b2,V1,Arcuate_Fasciculus_R : NumberOfTracts,NumberOfTracts,Arcuate_Fasciculus_R,svc,0
b10_V24,b10,V24,Cingulum_Parahippocampal_Parietal_R : ad,ad,Cingulum_Parahippocampal_Parietal_R,svc,0
b11_V31,b11,V31,Cingulum_Rarolfactory_L : nrdi06L,nrdi06L,Cingulum_Rarolfactory_L,svc,0
b9_V29,b9,V29,Cingulum_Parahippocampal_Parietal_L : nrdi02L,nrdi02L,Cingulum_Parahippocampal_Parietal_L,svc,0
b11_V1,b11,V1,Cingulum_Rarolfactory_L : NumberOfTracts,NumberOfTracts,Cingulum_Rarolfactory_L,svc,0
b6_V1,b6,V1,Cingulum_Frontal_Parietal_R : NumberOfTracts,NumberOfTracts,Cingulum_Frontal_Parietal_R,svc,0
b20_V19,b20,V19,Frontal_Aslant_Tract_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Frontal_Aslant_Tract_L,svc,0
b25_V28,b25,V28,Inferior_Longitudinal_Fasciculus_R : rdi,rdi,Inferior_Longitudinal_Fasciculus_R,svc,0
b46_V16,b46,V16,Uncinate_Fasciculus_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Uncinate_Fasciculus_L,svc,6.378706
b41_V17,b41,V17,Thalamic_Radiation_Inferior_R : AreaOfEndRegion2,AreaOfEndRegion2,Thalamic_Radiation_Inferior_R,svc,0
b4_V15,b4,V15,Cingulum_Frontal_Parahippocampal_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Cingulum_Frontal_Parahippocampal_R,svc,0
b5_V22,b5,V22,Cingulum_Frontal_Parietal_L : dti_fa,dti_fa,Cingulum_Frontal_Parietal_L,svc,0
b15_V8,b15,V8,Corpus_Callosum_Forceps_Minor : TrunkVolume,TrunkVolume,Corpus_Callosum_Forceps_Minor,svc,0
b9_V13,b9,V13,Cingulum_Parahippocampal_Parietal_L : Irregularity,Irregularity,Cingulum_Parahippocampal_Parietal_L,svc,0
b21_V24,b21,V24,Frontal_Aslant_Tract_R : ad,ad,Frontal_Aslant_Tract_R,svc,0
b39_V30,b39,V30,Thalamic_Radiation_Anterior_R : nrdi04L,nrdi04L,Thalamic_Radiation_Anterior_R,svc,0
b30_V21,b30,V21,Parietal_Aslant_Tract_L : nqa,nqa,Parietal_Aslant_Tract_L,svc,0
b23_V31,b23,V31,Inferior_Fronto_Occipital_Fasciculus_R : nrdi06L,nrdi06L,Inferior_Fronto_Occipital_Fasciculus_R,svc,0
b40_V28,b40,V28,Thalamic_Radiation_Inferior_L : rdi,rdi,Thalamic_Radiation_Inferior_L,svc,0
b16_V3,b16,V3,Corticospinal_Tract_L : Span,Span,Corticospinal_Tract_L,svc,0
b15_V24,b15,V24,Corpus_Callosum_Forceps_Minor : ad,ad,Corpus_Callosum_Forceps_Minor,svc,0
b6_V17,b6,V17,Cingulum_Frontal_Parietal_R : AreaOfEndRegion2,AreaOfEndRegion2,Cingulum_Frontal_Parietal_R,svc,0
b23_V16,b23,V16,Inferior_Fronto_Occipital_Fasciculus_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Inferior_Fronto_Occipital_Fasciculus_R,svc,0
b43_V26,b43,V26,Thalamic_Radiation_Posterior_R : gfa,gfa,Thalamic_Radiation_Posterior_R,svc,0
b27_V8,b27,V8,Middle_Longitudinal_Fasciculus_R : TrunkVolume,TrunkVolume,Middle_Longitudinal_Fasciculus_R,svc,0
b10_V7,b10,V7,Cingulum_Parahippocampal_Parietal_R : Volume,Volume,Cingulum_Parahippocampal_Parietal_R,svc,0
b22_V31,b22,V31,Inferior_Fronto_Occipital_Fasciculus_L : nrdi06L,nrdi06L,Inferior_Fronto_Occipital_Fasciculus_L,svc,0
b30_V11,b30,V11,Parietal_Aslant_Tract_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Parietal_Aslant_Tract_L,svc,0
b28_V12,b28,V12,Optic_Radiation_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Optic_Radiation_L,svc,0
b37_V2,b37,V2,Superior_Longitudinal_Fasciculus3_R : MeanLength,MeanLength,Superior_Longitudinal_Fasciculus3_R,svc,0
b26_V30,b26,V30,Middle_Longitudinal_Fasciculus_L : nrdi04L,nrdi04L,Middle_Longitudinal_Fasciculus_L,svc,0
b7_V15,b7,V15,Cingulum_Parahippocampal_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Cingulum_Parahippocampal_L,svc,0
b18_V29,b18,V29,Fornix_L : nrdi02L,nrdi02L,Fornix_L,svc,0
b23_V23,b23,V23,Inferior_Fronto_Occipital_Fasciculus_R : md,md,Inferior_Fronto_Occipital_Fasciculus_R,svc,0
b47_V26,b47,V26,Uncinate_Fasciculus_R : gfa,gfa,Uncinate_Fasciculus_R,svc,0
b44_V10,b44,V10,Thalamic_Radiation_Superior_L : TotalSurfaceArea,TotalSurfaceArea,Thalamic_Radiation_Superior_L,svc,0
b17_V10,b17,V10,Corticospinal_Tract_R : TotalSurfaceArea,TotalSurfaceArea,Corticospinal_Tract_R,svc,0
b27_V2,b27,V2,Middle_Longitudinal_Fasciculus_R : MeanLength,MeanLength,Middle_Longitudinal_Fasciculus_R,svc,0
b16_V25,b16,V25,Corticospinal_Tract_L : rd,rd,Corticospinal_Tract_L,svc,0
